session_id,hour_in_session,operating_hours_since_overhaul,material_density,ambient_temp_C,Vibration_Engine_RMS,Vibration_Engine_Peak,Vibration_Undercarriage_RMS,Vibration_Undercarriage_Peak,Hydraulic_Pressure_Implement,Return_Pressure,Hydraulic_Oil_Temp,Engine_Coolant_Temp,Differential_Pressure_Filter,Oil_Particle_Count,Track_Slip_Ratio,Engine_Load_Factor,Fuel_Consumption_Rate,Drawbar_Pull_Force,degradation_progress,active_failure_count,dominant_failure_mode,health_state
0,14,14,2.74,26.02,1.371,2.949,2.531,4.653,248.274,7.963,69.301,84.861,0.599,200.781,5.733,50.417,21.999,173.749,0.0,0,none,normal
0,15,15,2.7,24.44,1.394,2.913,2.405,4.615,235.081,7.47,65.437,80.062,0.555,193.019,5.47,53.942,18.376,174.215,0.0,0,none,normal
0,16,16,2.72,24.13,1.319,2.746,2.418,5.068,237.073,8.042,67.678,80.121,0.597,191.399,5.764,52.661,20.572,187.788,0.0,0,none,normal
0,17,17,2.67,24.32,1.332,2.651,2.288,4.65,219.063,8.393,69.04,82.444,0.55,200.922,5.799,52.199,19.82,181.177,0.0,0,none,normal
0,18,18,2.71,24.69,1.364,2.773,2.361,4.757,225.354,8.311,68.388,83.183,0.596,196.371,5.678,55.09,21.612,168.136,0.0,0,none,normal
0,19,19,2.71,24.5,1.358,2.88,2.416,4.638,241.017,8.368,68.688,77.986,0.573,191.607,5.14,56.349,20.276,189.721,0.0,0,none,normal
0,20,20,2.7,23.16,1.368,2.861,2.337,4.387,233.71,7.739,63.341,83.208,0.628,201.819,5.439,56.984,21.25,186.391,0.0,0,none,normal
0,21,21,2.67,25.35,1.394,2.935,2.459,4.693,216.727,8.165,69.56,81.674,0.597,208.195,5.963,55.921,21.396,179.941,0.0,0,none,normal
0,22,22,2.73,26.04,1.301,2.818,2.326,4.645,239.637,7.804,65.285,76.854,0.623,205.246,5.568,53.083,22.544,176.221,0.0,0,none,normal
0,23,23,2.72,27.21,1.391,2.816,2.384,4.934,227.534,8.013,68.416,81.19,0.566,198.598,5.324,54.029,20.702,190.079,0.0,0,none,normal
0,24,24,2.7,28.97,1.359,2.834,2.365,4.9,242.247,7.683,69.211,87.469,0.589,199.673,5.861,54.848,21.225,186.881,0.0,0,none,normal
0,25,25,2.68,27.8,1.352,2.856,2.412,4.945,230.711,7.821,69.215,88.187,0.559,203.22,5.652,53.474,19.544,199.931,0.0,0,none,normal
0,26,26,2.71,29.65,1.311,2.694,2.362,4.584,233.137,7.814,69.706,85.214,0.576,204.167,5.841,53.545,21.961,187.364,0.0,0,none,normal
0,27,27,2.73,31.18,1.375,3.012,2.386,4.776,240.693,8.162,67.551,78.554,0.58,198.25,5.706,55.019,20.199,187.207,0.0,0,none,normal
0,28,28,2.75,30.52,1.28,2.761,2.388,4.716,225.035,8.14,66.041,84.638,0.567,199.775,5.741,53.223,20.379,183.689,0.0,0,none,normal
0,29,29,2.77,32.75,1.38,2.923,2.358,4.677,224.466,8.025,72.427,86.678,0.553,200.851,5.73,51.87,20.865,190.096,0.0,0,none,normal
0,30,30,2.87,32.22,1.31,2.899,2.439,5.275,231.34,7.666,70.511,86.044,0.547,201.873,5.811,52.724,19.474,189.169,0.0,0,none,normal
0,31,31,2.85,32.37,1.361,2.729,2.422,4.503,239.014,7.895,72.927,86.313,0.52,199.1,6.074,54.874,21.092,193.158,0.0,0,none,normal
0,32,32,2.82,31.12,1.355,2.845,2.401,4.756,222.33,7.799,69.455,84.347,0.557,199.152,5.847,53.509,21.759,181.632,0.0,0,none,normal
0,33,33,2.78,31.32,1.397,2.966,2.378,4.985,219.464,8.156,66.251,82.776,0.605,205.207,5.407,54.134,21.15,182.074,0.0,0,none,normal
0,34,34,2.81,30.64,1.353,2.763,2.457,4.625,238.713,8.224,71.675,80.573,0.542,204.52,5.756,54.88,19.45,181.878,0.0,0,none,normal
0,35,35,2.87,29.18,1.336,2.831,2.393,4.662,228.234,8.197,67.804,75.357,0.548,201.564,5.887,52.808,20.774,190.241,0.0,0,none,normal
0,36,36,2.86,28.14,1.342,2.725,2.388,4.675,229.804,7.797,69.033,83.351,0.639,206.577,5.896,55.159,21.556,194.797,0.0,0,none,normal
0,37,37,2.82,27.13,1.4,3.002,2.413,4.783,218.304,7.359,66.241,82.476,0.569,198.077,5.61,54.29,19.189,182.033,0.0,0,none,normal
0,38,38,2.78,25.48,1.376,2.982,2.513,4.705,226.997,7.574,70.855,83.34,0.597,206.189,5.87,50.852,19.915,182.138,0.0,0,none,normal
0,39,39,2.81,25.08,1.346,2.85,2.321,4.752,232.365,8.277,64.81,76.284,0.606,201.827,5.837,56.49,21.677,186.999,0.0,0,none,normal
0,40,40,2.85,24.44,1.351,2.68,2.456,5.043,239.816,7.875,65.778,83.34,0.606,212.841,6.124,52.509,21.129,183.489,0.0,0,none,normal
0,41,41,2.87,24.37,1.308,2.666,2.287,4.668,227.005,7.798,66.772,88.458,0.544,194.823,5.568,50.148,21.258,191.306,0.0,0,none,normal
0,42,42,2.84,24.6,1.372,2.929,2.421,4.673,245.326,8.326,64.1,81.319,0.581,196.854,5.602,51.362,22.565,170.513,0.0,0,none,normal
0,43,43,2.85,23.5,1.301,2.734,2.508,5.033,227.509,8.243,66.894,80.478,0.541,201.328,5.638,51.433,21.309,179.75,0.0,0,none,normal
0,44,44,2.86,24.46,1.383,2.67,2.439,4.702,227.563,7.969,70.295,82.118,0.658,201.241,5.609,53.684,21.48,180.053,0.0,0,none,normal
0,45,45,2.87,26.06,1.363,2.969,2.419,4.773,244.634,7.899,66.139,88.932,0.542,207.509,5.543,53.024,23.334,170.143,0.0,0,none,normal
0,46,46,2.91,25.55,1.437,3.03,2.374,5.156,234.819,7.934,67.979,77.567,0.557,196.939,5.235,52.974,20.692,179.031,0.0,0,none,normal
0,47,47,2.92,26.47,1.323,2.71,2.412,4.842,229.052,8.014,61.025,82.341,0.558,203.29,5.633,54.996,20.165,179.375,0.0,0,none,normal
0,48,48,2.95,28.12,1.355,2.931,2.395,4.562,232.349,8.317,68.121,79.131,0.545,204.33,5.777,54.475,21.272,184.089,0.0,0,none,normal
0,49,49,2.96,29.54,1.418,2.916,2.361,4.756,243.949,8.057,68.104,80.481,0.626,202.481,5.631,54.432,21.282,192.603,0.0,0,none,normal
0,50,50,2.97,30.01,1.398,2.875,2.393,4.527,244.931,8.124,67.098,82.47,0.657,195.758,6.047,54.656,20.41,183.854,0.0,0,none,normal
0,51,51,3.0,31.63,1.336,2.836,2.425,4.618,227.634,8.222,72.413,88.188,0.574,205.32,5.728,55.149,19.953,178.854,0.0,0,none,normal
0,52,52,2.93,31.98,1.366,3.022,2.361,4.526,233.037,7.705,69.156,90.002,0.55,204.599,5.928,49.306,22.972,184.955,0.0,0,none,normal
0,53,53,2.92,32.37,1.359,2.993,2.358,4.632,233.933,8.13,69.692,85.047,0.523,202.057,5.75,52.926,21.181,192.064,0.0,0,none,normal
0,54,54,2.89,32.33,1.368,2.904,2.322,4.818,225.512,7.899,69.19,81.937,0.58,200.462,5.84,49.087,20.224,178.902,0.0,0,none,normal
0,55,55,2.86,33.26,1.336,2.844,2.433,4.978,232.398,7.408,65.829,93.025,0.578,200.55,5.74,53.66,21.713,179.237,0.0,0,none,normal
0,56,56,2.85,31.34,1.356,2.915,2.442,4.986,232.761,7.494,66.922,81.454,0.569,199.319,5.921,53.549,20.787,188.691,0.0,0,none,normal
0,57,57,2.92,29.63,1.307,2.64,2.424,4.636,242.024,7.739,71.191,80.416,0.594,202.224,5.716,55.887,20.657,183.861,0.0,0,none,normal
0,58,58,2.88,30.96,1.363,2.918,2.47,4.833,242.199,8.081,64.397,76.307,0.599,199.763,5.781,56.099,21.393,189.357,0.0,0,none,normal
0,59,59,2.93,28.76,1.374,2.821,2.415,4.883,230.798,7.989,66.677,87.457,0.597,196.212,5.77,54.133,19.719,185.22,0.0,0,none,normal
0,60,60,2.85,28.06,1.351,2.865,2.432,4.742,231.052,8.004,67.241,85.653,0.578,195.404,5.64,52.506,21.204,189.604,0.0,0,none,normal
0,61,61,2.83,27.75,1.306,2.724,2.426,4.798,237.638,8.394,72.169,90.91,0.556,196.601,5.753,54.531,22.613,178.338,0.0,0,none,normal
0,62,62,2.84,25.04,1.391,2.965,2.401,4.887,228.15,7.684,68.611,76.081,0.607,200.534,6.064,52.433,21.307,184.968,0.0,0,none,normal
0,63,63,2.87,24.42,1.371,2.889,2.374,4.682,237.347,7.958,65.26,86.3,0.588,199.528,5.647,53.586,20.546,183.768,0.0,0,none,normal
0,64,64,2.9,23.58,1.335,2.545,2.55,5.146,232.439,8.031,69.167,80.98,0.613,200.506,5.772,55.718,20.427,177.368,0.0,0,none,normal
0,65,65,2.94,23.66,1.35,2.849,2.381,5.066,225.977,7.801,64.502,83.684,0.61,201.659,5.924,52.563,20.515,175.227,0.0,0,none,normal
0,66,66,2.92,24.26,1.31,2.804,2.367,4.702,225.946,7.97,68.808,74.922,0.547,197.105,5.9,55.384,20.656,189.728,0.0,0,none,normal
0,67,67,2.9,24.45,1.325,2.82,2.437,5.103,244.189,7.61,63.419,86.346,0.546,205.554,5.703,55.071,20.544,182.958,0.0,0,none,normal
0,68,68,2.94,24.7,1.341,2.808,2.426,4.961,232.229,8.275,69.161,83.936,0.566,198.556,5.306,51.736,21.713,178.734,0.0,0,none,normal
0,69,69,2.93,24.32,1.399,3.083,2.32,4.368,245.934,7.813,65.566,80.808,0.557,197.887,5.796,55.756,19.32,184.699,0.0,0,none,normal
0,70,70,2.87,24.61,1.338,2.836,2.479,4.74,228.945,8.412,64.254,83.392,0.609,201.584,5.318,55.056,21.664,192.431,0.0,0,none,normal
0,71,71,2.82,27.0,1.38,2.936,2.4,4.64,234.672,7.956,67.197,78.931,0.598,192.223,5.93,53.703,20.543,170.254,0.0,0,none,normal
0,72,72,2.77,27.72,1.341,2.905,2.334,4.508,250.349,8.191,68.687,79.827,0.619,196.446,5.7,51.817,21.226,175.194,0.0,0,none,normal
0,73,73,2.8,29.31,1.367,2.902,2.481,4.944,224.219,7.952,67.567,80.724,0.599,203.597,5.845,51.661,19.868,178.964,0.0,0,none,normal
0,74,74,2.8,30.42,1.354,2.767,2.445,5.011,217.854,7.957,70.581,75.867,0.593,192.623,5.526,52.344,22.086,194.375,0.0,0,none,normal
0,75,75,2.84,30.91,1.387,2.7,2.326,4.886,242.436,7.835,68.062,86.146,0.622,204.148,5.423,54.661,22.011,186.864,0.0,0,none,normal
0,76,76,2.82,31.92,1.341,2.776,2.519,5.1,226.127,7.99,71.43,87.698,0.601,205.737,5.725,51.497,21.752,189.933,0.0,0,none,normal
0,77,77,2.82,32.0,1.307,2.808,2.448,4.809,232.344,8.034,71.034,80.621,0.589,198.146,5.677,54.416,19.517,177.638,0.0,0,none,normal
0,78,78,2.85,32.32,1.314,2.729,2.407,4.412,228.257,7.791,69.954,84.656,0.63,200.815,5.607,50.971,21.634,177.856,0.0,0,none,normal
0,79,79,2.84,31.44,1.341,2.885,2.508,5.03,234.671,7.936,68.638,82.09,0.591,204.154,5.701,53.108,21.251,187.938,0.0,0,none,normal
0,80,80,2.86,31.36,1.318,2.78,2.418,4.84,225.523,7.829,70.036,84.288,0.579,197.753,6.16,53.806,19.436,185.487,0.0,0,none,normal
0,81,81,2.83,30.95,1.372,2.993,2.405,4.845,231.169,8.471,70.813,80.591,0.563,203.14,5.825,58.613,20.864,188.561,0.0,0,none,normal
0,82,82,2.81,30.49,1.344,2.797,2.364,5.126,235.842,7.944,74.244,79.504,0.608,196.928,5.857,50.61,21.215,183.754,0.0,0,none,normal
0,83,83,2.79,28.8,1.436,3.059,2.442,5.127,224.568,8.305,70.755,86.194,0.623,197.709,5.818,56.51,21.388,186.707,0.0,0,none,normal
0,84,84,2.74,28.31,1.302,2.776,2.434,5.02,226.479,7.92,70.616,81.91,0.586,196.41,5.911,53.643,21.046,185.762,0.0,0,none,normal
0,85,85,2.76,26.81,1.365,2.997,2.405,4.625,229.347,8.021,74.878,89.138,0.625,201.02,5.636,54.233,21.149,189.829,0.0,0,none,normal
0,86,86,2.74,25.93,1.322,2.634,2.353,4.61,220.935,7.672,68.432,81.601,0.531,204.311,5.316,53.579,22.217,189.949,0.0,0,none,normal
0,87,87,2.74,25.67,1.343,2.781,2.412,4.805,228.604,7.865,68.24,77.958,0.586,198.894,5.631,54.258,21.993,174.3,0.0,0,none,normal
0,88,88,2.76,23.34,1.363,2.936,2.4,4.65,232.91,8.01,67.678,85.114,0.586,194.505,5.805,53.06,18.296,170.316,0.0,0,none,normal
0,89,89,2.78,23.36,1.283,2.819,2.32,4.733,229.125,8.314,63.754,82.953,0.567,195.266,5.509,56.449,20.599,191.343,0.0,0,none,normal
0,90,90,2.81,23.11,1.367,2.89,2.312,4.69,230.351,8.013,64.941,83.225,0.656,201.23,5.651,52.533,20.737,192.641,0.0,0,none,normal
0,91,91,2.81,22.74,1.421,2.958,2.442,4.671,232.235,8.269,64.633,84.791,0.586,207.081,5.563,55.834,19.303,178.368,0.0,0,none,normal
0,92,92,2.79,24.13,1.344,2.887,2.239,4.693,227.223,8.105,67.911,78.511,0.576,201.226,5.928,52.093,20.971,172.894,0.0,0,none,normal
0,93,93,2.79,25.62,1.367,2.946,2.418,4.856,237.469,8.323,66.682,80.872,0.588,198.075,5.8,53.302,22.013,185.526,0.0,0,none,normal
0,94,94,2.71,25.83,1.392,2.892,2.372,4.415,242.486,7.951,67.505,80.772,0.53,202.73,5.764,51.043,19.904,190.648,0.0,0,none,normal
0,95,95,2.64,27.08,1.353,2.87,2.483,4.955,227.49,8.491,70.306,77.021,0.566,198.67,5.743,54.074,21.189,196.017,0.0,0,none,normal
0,96,96,2.58,28.65,1.34,2.913,2.366,4.786,234.191,7.856,70.506,81.271,0.616,198.11,5.617,55.992,20.058,187.577,0.0,0,none,normal
0,97,97,2.53,29.83,1.284,2.85,2.438,5.065,228.328,7.794,68.596,87.577,0.569,195.768,5.645,52.754,20.279,181.726,0.0,0,none,normal
0,98,98,2.55,29.96,1.38,2.962,2.371,4.679,233.056,7.697,67.433,83.524,0.564,205.323,5.419,52.545,22.22,178.43,0.0,0,none,normal
0,99,99,2.5,31.64,1.355,2.85,2.402,4.964,241.78,8.478,72.55,78.101,0.625,189.387,5.242,50.57,20.395,184.117,0.0,0,none,normal
0,100,100,2.49,31.52,1.326,2.78,2.441,4.919,233.648,8.144,71.618,77.281,0.626,202.858,5.627,52.358,21.303,182.068,0.0,0,none,normal
0,101,101,2.55,31.36,1.363,2.91,2.367,4.486,216.877,7.89,65.783,89.292,0.602,197.765,5.671,49.666,19.195,177.648,0.0,0,none,normal
0,102,102,2.53,31.64,1.34,2.804,2.459,4.64,233.596,8.239,69.039,82.807,0.574,197.981,5.815,51.036,22.568,197.292,0.0,0,none,normal
0,103,103,2.57,30.98,1.342,2.833,2.334,4.878,239.775,8.115,69.897,80.525,0.581,206.468,5.884,53.457,21.43,195.708,0.0,0,none,normal
0,104,104,2.52,30.93,1.379,2.803,2.414,5.06,228.413,8.398,71.358,81.908,0.564,196.754,5.873,55.62,20.721,191.397,0.0,0,none,normal
0,105,105,2.51,30.61,1.315,2.869,2.454,4.971,237.536,7.622,71.528,77.322,0.559,196.892,5.442,58.67,21.405,178.15,0.0,0,none,normal
0,106,106,2.47,30.48,1.393,2.825,2.436,5.163,224.445,7.905,69.959,88.107,0.558,199.111,5.539,51.585,19.612,189.422,0.0,0,none,normal
0,107,107,2.45,30.07,1.313,2.722,2.515,5.242,218.321,7.862,70.494,81.208,0.57,201.308,5.674,55.711,21.954,187.99,0.0,0,none,normal
0,108,108,2.49,27.17,1.337,2.816,2.346,4.821,230.908,7.528,67.937,86.844,0.558,197.853,6.025,53.341,20.593,186.846,0.0,0,none,normal
0,109,109,2.41,27.2,1.422,3.164,2.305,4.441,215.963,8.198,66.212,82.003,0.543,193.284,5.829,52.365,20.701,191.775,0.0,0,none,normal
0,110,110,2.43,25.38,1.396,2.894,2.33,4.982,227.547,7.904,66.37,86.5,0.594,196.142,5.775,53.606,20.441,187.898,0.0,0,none,normal
0,111,111,2.44,25.46,1.362,2.803,2.435,4.974,239.145,8.127,67.058,82.23,0.594,204.809,5.527,52.867,20.361,188.604,0.0,0,none,normal
0,112,112,2.41,24.46,1.328,2.743,2.423,4.772,214.836,8.484,66.484,84.104,0.636,199.939,5.438,52.91,21.513,187.856,0.0,0,none,normal
0,113,113,2.35,23.04,1.342,2.957,2.396,4.664,219.061,7.886,61.607,83.174,0.568,201.458,5.699,51.711,21.117,185.75,0.0,0,none,normal
0,114,114,2.35,24.56,1.361,2.617,2.319,4.685,220.946,7.871,65.69,83.295,0.596,198.582,5.387,49.691,21.474,172.146,0.0,0,none,normal
0,115,115,2.32,23.77,1.36,2.77,2.437,4.549,228.027,7.99,66.386,82.051,0.596,196.975,5.524,49.346,20.878,184.037,0.0,0,none,normal
0,116,116,2.33,24.22,1.356,3.081,2.312,4.753,225.843,8.182,65.806,80.068,0.58,206.409,5.547,53.863,21.349,179.971,0.0,0,none,normal
0,117,117,2.34,24.53,1.358,2.902,2.462,4.737,239.107,7.839,66.026,88.004,0.609,198.877,5.83,51.961,20.507,175.337,0.0,0,none,normal
0,118,118,2.41,25.61,1.352,2.745,2.573,5.222,236.389,7.824,68.22,78.01,0.61,197.847,5.525,51.455,22.9,194.552,0.0,0,none,normal
0,119,119,2.4,27.22,1.312,2.751,2.415,4.728,232.84,8.197,65.266,81.835,0.597,204.062,5.176,52.674,19.469,194.819,0.0,0,none,normal
0,120,120,2.35,27.89,1.342,2.824,2.427,4.802,229.82,8.047,64.255,82.073,0.58,196.721,5.653,54.188,22.024,192.296,0.0,0,none,normal
0,121,121,2.36,29.23,1.389,2.99,2.359,4.575,231.75,7.512,67.882,83.917,0.577,197.236,5.456,52.946,22.121,185.246,0.0,0,none,normal
0,122,122,2.37,30.22,1.314,2.912,2.276,4.522,222.394,7.693,70.993,81.117,0.548,199.678,5.581,51.253,20.116,192.3,0.0,0,none,normal
0,123,123,2.43,31.62,1.353,2.874,2.354,5.065,235.85,8.295,73.88,84.318,0.564,199.638,5.575,55.245,22.899,183.911,0.0,0,none,normal
0,124,124,2.47,31.26,1.332,2.752,2.325,4.907,221.311,8.052,71.517,82.398,0.57,200.685,5.553,56.054,21.785,185.254,0.0,0,none,normal
0,125,125,2.49,30.98,1.362,2.929,2.303,4.671,236.147,7.795,65.953,77.032,0.555,208.081,5.735,53.856,21.763,176.979,0.0,0,none,normal
0,126,126,2.56,32.64,1.346,2.768,2.506,5.007,239.369,7.926,69.68,83.48,0.6,200.994,5.363,54.986,20.911,186.762,0.0,0,none,normal
0,127,127,2.5,31.66,1.407,2.863,2.412,4.988,231.535,7.967,70.431,79.028,0.622,190.037,5.52,55.422,20.689,184.429,0.0,0,none,normal
0,128,128,2.47,32.13,1.375,2.736,2.418,5.055,228.371,8.126,70.451,76.782,0.561,200.954,5.713,55.129,20.696,175.586,0.0,0,none,normal
0,129,129,2.43,31.06,1.316,2.634,2.373,4.588,232.368,7.664,70.838,83.482,0.596,199.79,5.486,53.978,21.238,183.491,0.0,0,none,normal
0,130,130,2.41,29.92,1.381,2.822,2.381,4.747,207.654,7.778,66.824,84.445,0.558,199.812,5.317,53.908,22.151,183.253,0.0,0,none,normal
0,131,131,2.35,29.24,1.334,2.701,2.451,4.544,230.956,8.024,68.874,84.382,0.579,200.63,5.679,53.614,21.049,195.088,0.0,0,none,normal
0,132,132,2.38,29.17,1.34,2.84,2.389,4.992,228.072,7.942,69.689,84.51,0.568,199.521,5.762,50.36,20.062,189.392,0.0,0,none,normal
0,133,133,2.37,28.21,1.369,2.772,2.424,5.248,228.46,8.09,70.212,74.964,0.605,199.425,5.566,54.025,21.63,183.702,0.0,0,none,normal
0,134,134,2.3,26.04,1.343,2.554,2.375,4.766,233.586,7.692,65.394,76.468,0.568,202.112,5.232,49.679,21.718,185.013,0.0,0,none,normal
0,135,135,2.25,25.27,1.388,2.824,2.365,4.327,227.343,8.042,66.127,88.457,0.616,197.449,5.661,50.733,21.477,183.559,0.0,0,none,normal
0,136,136,2.26,25.18,1.334,2.761,2.298,4.708,219.479,8.205,60.606,77.374,0.58,195.811,5.275,55.045,21.559,182.022,0.0,0,none,normal
0,137,137,2.3,23.63,1.339,2.76,2.263,4.362,227.277,8.071,64.763,82.964,0.569,211.843,5.609,54.18,20.641,176.508,0.0,0,none,normal
0,138,138,2.4,24.2,1.337,2.937,2.375,4.624,229.599,7.994,65.238,78.407,0.552,196.747,5.433,55.703,20.046,182.753,0.0,0,none,normal
0,139,139,2.53,24.12,1.34,2.763,2.4,4.92,231.059,7.942,64.06,81.179,0.595,200.041,5.42,52.365,20.101,179.338,0.0,0,none,normal
0,140,140,2.55,24.72,1.395,3.006,2.315,4.678,231.571,7.779,67.068,78.756,0.613,193.599,5.544,50.587,19.408,176.153,0.0,0,none,normal
0,141,141,2.51,24.67,1.379,2.895,2.393,4.693,237.826,7.948,66.531,83.105,0.595,200.107,5.577,52.376,21.1,187.337,0.0,0,none,normal
0,142,142,2.41,25.05,1.415,2.967,2.395,4.666,220.991,8.242,61.583,81.666,0.652,195.87,5.476,52.88,20.81,186.261,0.0,0,none,normal
0,143,143,2.42,25.72,1.433,2.934,2.256,4.534,230.593,7.937,67.636,79.725,0.628,197.851,5.684,52.858,20.488,172.326,0.0,0,none,normal
0,144,144,2.38,27.33,1.325,2.778,2.333,4.589,238.667,7.767,65.668,77.977,0.579,203.856,5.503,54.944,18.216,182.887,0.0,0,none,normal
0,145,145,2.36,28.76,1.361,2.793,2.416,4.617,215.765,7.855,69.657,83.273,0.578,201.542,5.735,51.84,19.759,189.997,0.0,0,none,normal
0,146,146,2.33,29.82,1.32,2.787,2.414,4.763,229.925,8.008,65.907,78.085,0.601,201.932,5.612,53.243,21.898,190.315,0.0,0,none,normal
0,147,147,2.33,31.99,1.333,2.78,2.316,4.695,224.127,7.881,70.028,84.853,0.563,192.487,5.448,50.486,20.285,190.08,0.0,0,none,normal
0,148,148,2.38,32.13,1.338,2.731,2.401,4.767,226.136,8.071,69.327,93.149,0.621,207.052,5.432,53.533,21.211,183.909,0.0,0,none,normal
0,149,149,2.38,31.29,1.324,2.864,2.456,4.633,222.176,8.079,70.371,88.091,0.598,194.826,5.304,52.631,19.629,178.263,0.0,0,none,normal
0,150,150,2.38,32.21,1.324,2.817,2.44,5.073,227.648,8.16,70.356,86.012,0.595,205.807,5.624,51.072,22.185,176.712,0.0,0,none,normal
0,151,151,2.33,31.62,1.354,2.805,2.383,4.244,242.359,8.278,69.169,82.817,0.607,203.761,5.505,52.029,20.755,185.72,0.0,0,none,normal
0,152,152,2.25,31.29,1.319,2.782,2.357,4.629,218.433,8.183,65.923,75.785,0.637,201.968,5.154,51.978,21.148,185.702,0.0,0,none,normal
0,153,153,2.23,30.94,1.386,2.904,2.346,4.575,218.967,7.757,65.915,77.992,0.592,196.186,5.451,51.757,22.986,191.44,0.0,0,none,normal
0,154,154,2.22,30.37,1.329,2.718,2.415,4.858,217.957,7.764,67.822,87.548,0.584,200.249,5.39,55.913,22.255,190.234,0.0,0,none,normal
0,155,155,2.31,28.83,1.451,3.053,2.4,4.909,241.326,7.947,68.513,79.373,0.631,197.736,5.819,52.268,20.609,182.603,0.0,0,none,normal
0,156,156,2.31,28.64,1.344,2.77,2.428,5.075,224.944,7.864,66.999,79.652,0.615,199.754,5.279,51.983,20.35,175.5,0.0,0,none,normal
0,157,157,2.36,26.28,1.361,2.777,2.398,4.66,228.592,7.712,68.849,80.928,0.578,198.628,5.333,48.277,20.591,181.562,0.0,0,none,normal
0,158,158,2.34,26.0,1.316,2.63,2.441,4.996,225.571,7.866,66.608,77.555,0.588,191.408,5.75,50.697,21.346,184.928,0.0,0,none,normal
0,159,159,2.28,26.73,1.415,2.939,2.393,4.824,221.069,7.859,65.321,77.156,0.593,204.165,5.776,51.878,20.79,182.075,0.0,0,none,normal
0,160,160,2.23,24.67,1.395,2.98,2.435,4.537,226.025,7.815,66.016,80.869,0.598,199.31,5.419,50.926,20.529,179.536,0.0,0,none,normal
0,161,161,2.2,25.0,1.369,2.814,2.439,5.25,245.888,7.894,67.331,77.891,0.549,197.68,5.429,55.07,22.211,184.746,0.0,0,none,normal
0,162,162,2.3,24.05,1.315,2.97,2.337,4.405,238.758,8.224,67.133,78.168,0.543,197.375,5.659,52.12,20.782,180.204,0.0,0,none,normal
0,163,163,2.26,24.48,1.366,2.944,2.272,4.621,221.615,8.008,70.922,78.146,0.562,201.084,5.164,55.009,22.963,179.296,0.0,0,none,normal
0,164,164,2.3,24.5,1.322,2.885,2.485,5.049,233.179,8.509,65.037,82.91,0.56,196.029,5.25,52.585,20.967,185.427,0.0,0,none,normal
0,165,165,2.26,25.07,1.407,3.024,2.403,4.858,221.751,8.001,66.669,80.324,0.569,190.533,5.501,52.449,22.498,180.733,0.0,0,none,normal
